,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,67.371480,A0A1L5YKS7,Alpha-gurjunene synthase,Marchantia polymorpha OX=3197,21.0,MNXR170269,MNXR113021_0.5659615711335885_0.7314792314688291,4.2.3.184,1.0,0.0,0.79057,0.978860,1,0.884715,43.1,19.3,25.1,16.4,50271.07,5.3246,49.420,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC1CC[C@@H]2[C@H](C)CC[C@@H]3[C@@H](C3(C)C)C12O.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
2,54.052101,A9GK58,10-epi-cubebol synthase,Sorangium cellulosum (strain So ce56) OX=448385,15.0,MNXR170202,-,4.2.3.175,1.0,0.0,0.57281,0.810232,1,0.691523,40.1,19.1,25.4,20.7,36141.97,6.2692,42.857,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC(C)[C@@H]1CC[C@H](C)[C@@]23CC[C@](C)(O)[C@@H]2[C@@H]13.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
3,53.295887,Q82RR7,Avermitilol synthase,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882,16.0,MNXR113294,-,4.2.3.96,1.0,0.0,0.57501,0.812908,1,0.693958,49.2,16.0,16.9,22.9,36480.30,6.2841,37.612,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.C[C@@H]1CC[C@H](O)[C@@]2(C)CC[C@@H]3[C@H]([C@H]12)C3(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
4,53.052101,D2B747,4-epi-cubebol synthase ((2E;6E)-farnesyl diphosphate cyclizing),Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100) OX=479432,16.0,MNXR170198,-,4.2.3.170,1.0,0.0,0.57281,0.810232,1,0.691523,50.3,16.9,20.4,17.5,37807.28,4.4853,47.576,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC(C)[C@H]1CC[C@H](C)[C@]23CC[C@](C)(O)[C@H]2[C@H]13>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
5,51.824941,E4N7E5,(+)-corvol ether B synthase/(+)-corvol ether A synthase ((2E;6E)-farnesyl diphosphate cyclizing),Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) OX=452652,16.0,MNXR170108,MNXR170109_0.5544222939169723_0.7962891750480948,4.2.3.163,1.0,0.0,0.55895,0.799549,1,0.679248,39.1,19.1,22.7,24.3,36226.95,6.2950,41.875,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC(C)[C@@H]1O[C@]2(C)CC[C@@H]3[C@@H](C)CC[C@]13C2.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
6,51.497873,Q55012,Pentalenene synthase,Streptomyces exfoliatus OX=1905,15.0,MNXR107433,-,4.2.3.7,1.0,0.0,0.55513,0.776827,1,0.665980,50.8,14.0,20.9,19.3,38002.45,5.0429,45.401,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C[C@@H]2CC(C)(C)C[C@]23[C@H]1CC[C@H]3C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
7,51.297873,E3VWJ0,Pentalenene synthase,Streptomyces arenae OX=29301,15.0,MNXR107433,-,4.2.3.7,3.0,0.0,0.55513,0.776827,1,0.665980,46.7,17.4,20.6,20.2,38063.40,4.6986,45.104,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C[C@@H]2CC(C)(C)C[C@]23[C@H]1CC[C@H]3C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
8,50.951850,A0A291SJC7,Isoafricanol synthase,Streptomyces malaysiensis OX=92644,16.0,MNXR170101,-,4.2.3.157,1.0,0.0,0.55895,0.782087,1,0.670517,30.6,19.8,20.1,33.8,43387.35,5.9641,42.785,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.C[C@@H]1CC[C@H]2[C@]3(C)C[C@@H]3CC(C)(C)C[C@]21O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
9,50.497873,Q82IY4,Pentalenene synthase,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882,16.0,MNXR107433,-,4.2.3.7,1.0,0.0,0.55513,0.776827,1,0.665980,42.5,15.6,25.3,21.6,37897.48,5.7793,44.940,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C[C@@H]2CC(C)(C)C[C@]23[C@H]1CC[C@H]3C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
10,49.951850,G2P5T1,Isoafricanol synthase,Streptomyces violaceusniger (strain Tu 4113) OX=653045,17.0,MNXR170101,-,4.2.3.157,1.0,0.0,0.55895,0.782087,1,0.670517,35.9,20.4,19.0,29.1,42360.26,6.2681,43.229,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.C[C@@H]1CC[C@H]2[C@]3(C)C[C@@H]3CC(C)(C)C[C@]21O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
11,49.262791,C9K1X5,Cyclooctat-9-en-7-ol synthase,Streptomyces melanosporofaciens OX=67327,16.0,MNXR150911,MNXR150912_0.49876486851552604_0.8061432784714558|MNXR168027_0.49876486851552604_0.8061432784714558,4.2.3.146,1.0,0.0,0.49876,0.808496,-1,0.653630,43.3,22.7,22.0,17.5,35445.20,4.8224,47.883,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.CC(C)[C@@H]1CC[C@@]2(C)C[C@H]3[C@@H](C)CC[C@@H]3[C@](C)(O)C/C=C/12
12,49.171825,P0DPK6,Spiroviolene synthase,Streptomyces violens OX=66377 PE=1 SV=1,15.0,MNXR192523,MNXR192522_0.4929073176433329_0.7917307250721654,4.2.3.158,1.0,0.0,0.49291,0.792526,-1,0.642717,45.5,15.5,19.2,24.5,39968.27,4.9362,40.669,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.C[C@H]1CC[C@@H](C)[C@]12CC[C@@H]1C2=C[C@@]2(C)CCC(C)(C)[C@@H]12
13,48.830774,Q9K498,Bifunctional albaflavenone monooxygenase/terpene synthase,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226,17.0,MNXR111415,-,4.2.3.37,1.0,0.0,0.54735,0.771265,1,0.659305,39.3,24.5,18.0,21.8,50938.36,7.1631,41.215,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C2CC[C@H](C)[C@]23CC[C@@H](C3)C1(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
14,48.830774,Q9K499,Epi-isozizaene synthase,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226,17.0,MNXR111415,-,4.2.3.37,1.0,0.0,0.54735,0.771265,1,0.659305,49.0,14.2,18.3,23.2,41387.58,6.1009,44.321,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C2CC[C@H](C)[C@]23CC[C@@H](C3)C1(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
15,48.442405,B5GW45,(+)-T-muurolol synthase ((2E;6E)-farnesyl diphosphate cyclizing),Streptomyces clavuligerus OX=1901,15.0,MNXR113296,-,4.2.3.98,1.0,0.0,0.55676,0.714088,1,0.635424,28.9,22.4,23.6,29.1,46001.83,7.2000,44.258,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,O=P([O-])([O-])OP(=O)([O-])O.CC1=C[C@@H]2[C@@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC1>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
16,47.848517,C7PLV2,(-)-gamma-cadinene synthase ((2Z;6E)-farnesyl diphosphate cyclizing),Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034) OX=485918,17.0,MNXR113025,-,4.2.3.62,1.0,0.0,0.53841,0.760560,-1,0.649485,46.2,20.0,20.7,18.4,37087.29,5.3668,44.548,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@H]12.O=P([O-])([O-])OP(=O)([O-])O
17,47.713577,Q54P86,Terpene synthase 6,Dictyostelium discoideum OX=44689,18.0,MNXR170104,-,4.2.3.160,1.0,0.0,0.54558,0.770692,1,0.658134,38.6,21.7,24.1,20.3,42320.43,5.3025,49.861,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12C3(O)C(C)CC[C@]3([H])[C@H](C)CC[C@@]1([H])C2(C)C,CC1=C[C@@H]2CC(C)(C)C[C@@H]2[C@@]2(C)CC[C@@H]12.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
