,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,35.747193,P23883,NADP/NAD-dependent aldehyde dehydrogenase PuuC,Escherichia coli (strain K12) OX=83333,1.0,MNXR181715,MNXR181716_0.3370973962256145_0.3998438656783679|MNXR181722_0.3370973962256145_0.3998438656783679|MNXR181721_0.3370973962256145_0.36841617088453565|MNXR181755_0.25128001056555516_0.3583542274675107|MNXR181756_0.25128001056555516_0.3583542274675107|MNXR181718_0.2602498130474839_0.34771074664882656|MNXR181720_0.2602498130474839_0.34771074664882656|MNXR181717_0.2602498130474839_0.31105967495592735|MNXR181719_0.2602498130474839_0.31105967495592735|MNXR181747_0.21791048042960234_0.3506912178946608|MNXR181748_0.21791048042960234_0.3506912178946608|MNXR181749_0.21791048042960234_0.3506912178946608|MNXR181750_0.21791048042960234_0.3506912178946608|MNXR181760_0.1537752091883393_0.3711262354793782|MNXR181753_0.2156743806660071_0.3055299504486856|MNXR181762_0.12444741447563004_0.3711262354793782,1.2.1.5,1.0,0.0,0.33710,0.399844,1,0.368471,47.2,20.9,17.7,17.5,53418.63,5.9540,43.232,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C/C(C=O)=C\CC/C(C)=C/C=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@H](CC[C@@H](C)O)CC(=O)[O-]
2,21.747193,P42329,Aldehyde dehydrogenase; thermostable,Geobacillus stearothermophilus OX=1422,15.0,MNXR181715,MNXR181716_0.3370973962256145_0.3998438656783679|MNXR181722_0.3370973962256145_0.3998438656783679|MNXR181721_0.3370973962256145_0.36841617088453565|MNXR181755_0.25128001056555516_0.3583542274675107|MNXR181756_0.25128001056555516_0.3583542274675107|MNXR181718_0.2602498130474839_0.34771074664882656|MNXR181720_0.2602498130474839_0.34771074664882656|MNXR181717_0.2602498130474839_0.31105967495592735|MNXR181719_0.2602498130474839_0.31105967495592735|MNXR181747_0.21791048042960234_0.3506912178946608|MNXR181748_0.21791048042960234_0.3506912178946608|MNXR181749_0.21791048042960234_0.3506912178946608|MNXR181750_0.21791048042960234_0.3506912178946608|MNXR181760_0.1537752091883393_0.3711262354793782|MNXR181753_0.2156743806660071_0.3055299504486856|MNXR181762_0.12444741447563004_0.3711262354793782,1.2.1.5,1.0,0.0,0.33710,0.399844,1,0.368471,46.4,24.4,13.1,19.5,52915.19,5.1595,43.648,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C/C(C=O)=C\CC/C(C)=C/C=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@H](CC[C@@H](C)O)CC(=O)[O-]
3,18.547193,Q54DG1,Aldehyde dehydrogenase family 3 comG,Dictyostelium discoideum OX=44689,18.0,MNXR181715,MNXR181716_0.3370973962256145_0.3998438656783679|MNXR181722_0.3370973962256145_0.3998438656783679|MNXR181721_0.3370973962256145_0.36841617088453565|MNXR181755_0.25128001056555516_0.3583542274675107|MNXR181756_0.25128001056555516_0.3583542274675107|MNXR181718_0.2602498130474839_0.34771074664882656|MNXR181720_0.2602498130474839_0.34771074664882656|MNXR181717_0.2602498130474839_0.31105967495592735|MNXR181719_0.2602498130474839_0.31105967495592735|MNXR181747_0.21791048042960234_0.3506912178946608|MNXR181748_0.21791048042960234_0.3506912178946608|MNXR181749_0.21791048042960234_0.3506912178946608|MNXR181750_0.21791048042960234_0.3506912178946608|MNXR181760_0.1537752091883393_0.3711262354793782|MNXR181753_0.2156743806660071_0.3055299504486856|MNXR181762_0.12444741447563004_0.3711262354793782,1.2.1.5,3.0,0.0,0.33710,0.399844,1,0.368471,39.2,30.8,17.4,16.1,52562.95,7.1251,43.617,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C/C(C=O)=C\CC/C(C)=C/C=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@H](CC[C@@H](C)O)CC(=O)[O-]
4,15.707159,O85057,Limonene hydroxylase,Geobacillus stearothermophilus OX=1422 PE=1 SV=1,15.0,MNXR107956,-,1.1.1;1.1.1.243,1.0,0.0,0.39826,0.217883,-1,0.308069,37.6,21.8,19.9,23.7,61569.44,9.3806,49.540,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H+]
5,15.248762,Q9XB59,(5R)-carbapenem-3-carboxylate synthase,Pectobacterium carotovorum subsp. carotovorum OX=555,9.0,MNXR113757,-,1.14.20.-;1.14.20.3,1.0,0.0,0.16644,0.320535,-1,0.243485,46.3,27.6,19.1,13.2,31610.90,4.8121,43.956,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],O=C([O-])[C@@H]1CC[C@H]2CC(=O)N21.O=C([O-])CCC(=O)C(=O)[O-].O=O>>O=C=O.O=C([O-])CCC(=O)[O-].O=C([O-])C1=CC[C@@H]2CC(=O)N12
6,14.747193,P46367,Potassium-activated aldehyde dehydrogenase; mitochondrial,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22.0,MNXR181715,MNXR181716_0.3370973962256145_0.3998438656783679|MNXR181722_0.3370973962256145_0.3998438656783679|MNXR181721_0.3370973962256145_0.36841617088453565|MNXR181755_0.25128001056555516_0.3583542274675107|MNXR181756_0.25128001056555516_0.3583542274675107|MNXR181718_0.2602498130474839_0.34771074664882656|MNXR181720_0.2602498130474839_0.34771074664882656|MNXR181717_0.2602498130474839_0.31105967495592735|MNXR181719_0.2602498130474839_0.31105967495592735|MNXR181747_0.21791048042960234_0.3506912178946608|MNXR181748_0.21791048042960234_0.3506912178946608|MNXR181749_0.21791048042960234_0.3506912178946608|MNXR181750_0.21791048042960234_0.3506912178946608|MNXR181760_0.1537752091883393_0.3711262354793782|MNXR181753_0.2156743806660071_0.3055299504486856|MNXR181762_0.12444741447563004_0.3711262354793782,1.2.1.5,1.0,0.0,0.33710,0.399844,1,0.368471,33.8,29.0,17.7,22.7,56723.66,6.7244,44.894,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C/C(C=O)=C\CC/C(C)=C/C=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@H](CC[C@@H](C)O)CC(=O)[O-]
7,14.547193,A6ZR27,Aldehyde dehydrogenase 5; mitochondrial,Saccharomyces cerevisiae (strain YJM789) OX=307796,22.0,MNXR181715,MNXR181716_0.3370973962256145_0.3998438656783679|MNXR181722_0.3370973962256145_0.3998438656783679|MNXR181721_0.3370973962256145_0.36841617088453565|MNXR181755_0.25128001056555516_0.3583542274675107|MNXR181756_0.25128001056555516_0.3583542274675107|MNXR181718_0.2602498130474839_0.34771074664882656|MNXR181720_0.2602498130474839_0.34771074664882656|MNXR181717_0.2602498130474839_0.31105967495592735|MNXR181719_0.2602498130474839_0.31105967495592735|MNXR181747_0.21791048042960234_0.3506912178946608|MNXR181748_0.21791048042960234_0.3506912178946608|MNXR181749_0.21791048042960234_0.3506912178946608|MNXR181750_0.21791048042960234_0.3506912178946608|MNXR181760_0.1537752091883393_0.3711262354793782|MNXR181753_0.2156743806660071_0.3055299504486856|MNXR181762_0.12444741447563004_0.3711262354793782,1.2.1.5,3.0,0.0,0.33710,0.399844,1,0.368471,39.9,26.6,18.5,18.3,56692.85,8.3218,44.423,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C/C(C=O)=C\CC/C(C)=C/C=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=C(C)[C@H](CC[C@@H](C)O)CC(=O)[O-]
8,12.707159,Q73SC8,Uncharacterized NAD-dependent oxidoreductase MAP_4146,Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX=262316,18.0,MNXR110028,-,1.1.1.275,1.0,0.0,0.39826,0.217883,-1,0.308069,35.5,29.3,11.2,30.1,28939.71,4.6440,39.636,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],C=C(C)[C@H]1CC=C(C)[C@H](O)C1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1>>C=C(C)[C@H]1CC=C(C)C(=O)C1.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
9,12.686312,A9FZ87,(+)-eremophilene synthase,Sorangium cellulosum (strain So ce56) OX=448385,15.0,MNXR169929,-,4.2.3.164;4.2.3.ek,1.0,0.0,0.18460,0.371126,-1,0.277865,47.6,19.2,19.2,19.2,38073.20,5.1559,46.809,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],C=C(C)[C@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1.O=P([O-])([O-])OP(=O)([O-])O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
10,12.602783,I2N045,Tsukubadiene synthase,Streptomyces tsukubensis (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993) OX=1114943,16.0,MNXR170103,-,4.2.3.159,1.0,0.0,0.12261,0.451446,1,0.287028,31.0,26.3,24.1,23.7,37389.24,5.0403,42.470,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.C/C1=C/C[C@H]2C(C)(C)CC[C@]2(C)/C=C2/[C@@H](C)CC[C@H]2C1
